Rank,Sourceid,Title,Type,H index
17209,19475,Beijing Ligong Daxue Xuebao/Transaction of Beijing Institute of Technology,journal,Q2
17210,14860,Biophysics (Russian Federation),journal,Q4
17211,29266,Buffalo Law Review,journal,Q2
17212,3900148203,Bulletin of the Russian Academy of Sciences: Physics,journal,Q3
17213,15045,Conference Record - IEEE Instrumentation and Measurement Technology Conference,conference and proceedings,-
17214,20600195519,Contemporary Social Science,journal,Q1
17215,21100870677,Crime Psychology Review,journal,Q2
17216,21100901128,Deleuze and Guattari Studies,journal,Q1
17217,13193,Ethiopian Medical Journal,journal,Q3
17218,110104,Giornale Italiano di Medicina del Lavoro ed Ergonomia,journal,Q3
17219,21100896140,Global Constitutionalism,journal,Q1
17220,28986,Hangkong Cailiao Xuebao/Journal of Aeronautical Materials,journal,Q3
17221,79800,IEEE International Conference on Microelectronic Test Structures,conference and proceedings,-
17222,5300152212,IEEJ Transactions on Electrical and Electronic Engineering,journal,Q3
17223,145539,International Journal for the Semiotics of Law,journal,Q2
17224,19700186848,International Journal of Grid and High Performance Computing,journal,Q3
17225,21112,International Journal of Modelling and Simulation,journal,Q3
17226,21100781406,"Izvestiya Wysshikh Uchebnykh Zawedeniy, Yadernaya Energetika",journal,Q3
17227,144681,Japan Medical Association Journal,journal,Q3
17228,21100817617,Journal of Applied Nonlinear Dynamics,journal,Q3
17229,22542,Journal of Conchology,journal,Q4
17230,21100265049,Journal of Engineering and Technological Sciences,journal,Q2
17231,15505,Journal of Family Psychotherapy,journal,Q3
17232,21100269616,Journal of Intellectual Disabilities and Offending Behaviour,journal,Q3
17233,21100885612,Journal of Migration History,journal,Q1
17234,19700174888,Journal of Tehran University Heart Center,journal,Q3
17235,21100364384,Journal of Vibrational Engineering and Technologies,journal,Q3
17236,5700165111,Media History,journal,Q1
17237,27667,Middle East Fertility Society Journal,journal,Q3
17238,21100793204,Muzeologia a Kulturne Dedicstvo,journal,Q1
17239,6400153166,Optoelectronics Letters,journal,Q3
17240,26397,Organic Preparations and Procedures International,journal,Q4
17241,5600153387,Positions,journal,Q1
17242,21100782646,"Proceedings - 2016 IEEE International Conference on Cloud Engineering Workshops, IC2EW 2016",conference and proceedings,-
17243,21100790046,"Proceedings - 2016 International Conference on Cyberworlds, CW 2016",conference and proceedings,-
17244,21100236804,Real Analysis Exchange,journal,Q4
17245,5600152877,Rethinking Marxism,journal,Q3
17246,5700166680,Revista de Estudios Politicos,journal,Q3
17247,13617,Russian Journal of Marine Biology,journal,Q4
17248,19800188010,Sabrao Journal of Breeding and Genetics,journal,Q3
17249,21100793186,SPIIRAS Proceedings,journal,Q3
17250,14328,Suxing Gongcheng Xuebao/Journal of Plasticity Engineering,journal,Q3
17251,21100457332,"2015 International Conference on Connected Vehicles and Expo, ICCVE 2015 - Proceedings",conference and proceedings,-
17252,21100797700,"2016 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference, APSIPA 2016",conference and proceedings,-
17253,21100457389,"2016 International Conference on Electronics, Communications and Computers, CONIELECOMP 2016",conference and proceedings,-
17254,21100461338,"2016 International Conference on Platform Technology and Service, PlatCon 2016 - Proceedings",conference and proceedings,-
17255,21100838400,Acta Agronomica Sinica(China),journal,Q3
17256,19900193893,Acta Limnologica Brasiliensia,journal,Q3
17257,21100864723,Advanced Biomedical Engineering,journal,Q3
17258,19700186882,Advances in Transportation Studies,journal,Q3
17259,21100247037,Anatolica,journal,Q1
17260,100147320,Archives of Phytopathology and Plant Protection,journal,Q3
17261,16900154702,Avian Biology Research,journal,Q3
17262,21100852992,Case Reports in Oncological Medicine,journal,Q4
17263,23891,China Report,journal,Q3
17264,5800169269,Chinese Journal of International Law,journal,Q2
17265,21100305223,"Conference of Open Innovation Association, FRUCT",conference and proceedings,-
17266,20895,Contemporary European History,journal,Q1
17267,21100312217,Etnograficeskoe Obozrenie,journal,Q1
17268,21100265755,Gaea,journal,Q3
17269,21100815425,Geographia Cassoviensis,journal,Q3
17270,21100248905,Green Energy and Technology,book series,Q3
17271,4700152617,Herald of the Russian Academy of Sciences,journal,Q1
17272,15109,IEICE Transactions on Information and Systems,journal,Q3
17273,21100199567,International Conference on ICT and Knowledge Engineering,conference and proceedings,-
17274,21100217606,International Journal of Community Music,journal,Q1
17275,21100819610,"International Journal of Innovation, Creativity and Change",journal,Q2
17276,21100329537,International Journal of Sustainable Building Technology and Urban Development,journal,Q3
17277,21100199121,Iran Occupational Health,journal,Q4
17278,11700154333,Journal of Alternative Investments,journal,Q3
17279,21100854832,Journal of Biomarkers,journal,Q4
17280,145650,Journal of Chinese Linguistics,journal,Q2
17281,17600155034,Journal of Dental Sciences,journal,Q3
17282,23416,Journal of International Wildlife Law and Policy,journal,Q2
17283,21100902609,Journal of Korean Academy of Nursing Administration,journal,Q3
17284,11700154387,"Journal of Medical Devices, Transactions of the ASME",journal,Q3
17285,19700187808,Journal of Medical Ethics and History of Medicine,journal,Q1
17286,23107,Journal of Pharmacy Technology,journal,Q2
17287,26708,Journal of the American Pomological Society,journal,Q3
17288,12200154705,Journal of Vibroengineering,journal,Q3
17289,16000154787,Kant-Studien,journal,Q2
17290,21100818926,Kappa Delta Pi Record,journal,Q3
17291,145347,Moscow University Chemistry Bulletin,journal,Q3
17292,23238,Nautilus,journal,Q4
17293,28852,Nursing management,journal,Q3
17294,16800154701,Orthopaedics and Trauma,journal,Q4
17295,21100790108,"PE-WASUN 2016 - Proceedings of the 13th ACM Symposium on Performance Evaluation of Wireless Ad Hoc, Sensor, and Ubiquitous Networks",conference and proceedings,-
17296,19700200843,Philosophical Papers,journal,Q2
17297,21100801134,"Proceedings - 2016 IEEE International Symposium on Multimedia, ISM 2016",conference and proceedings,-
17298,21100776187,"Proceedings of the 2015 International Conference on Microwave and Photonics, ICMAP 2015",conference and proceedings,-
17299,21100790781,"Proceedings of the 2016 Workshop on Multimodal Virtual and Augmented Reality, MVAR 2016 - In conjunction with ACM ICMI 2016",conference and proceedings,-
17300,18300156724,Psychology of Language and Communication,journal,Q2
17301,11700154399,Siberian Advances in Mathematics,journal,Q4
17302,21100805787,SiRF 2017 - 2017 IEEE 17th Topical Meeting on Silicon Monolithic Integrated Circuits in RF Systems,conference and proceedings,-
17303,26962,Tidsskrift for Samfunnsforskning,journal,Q3
17304,18300156702,Wildlife Biology in Practice,journal,Q3
17305,145055,"Xi'an Shiyou Daxue Xuebao (Ziran Kexue Ban)/Journal of Xi'an Shiyou University, Natural Sciences Edition",journal,Q2
17306,12914,Xitong Gongcheng Lilun yu Shijian/System Engineering Theory and Practice,journal,Q3
17307,21100788739,"13th International Conference on New Technologies for Distributed Systems, NOTERE 2016 - Proceedings",conference and proceedings,-
17308,21100773711,"2016 21st European Conference on Networks and Optical Communications, NOC 2016",conference and proceedings,-
17309,21100787007,"2016 IEEE 22nd International Symposium on On-Line Testing and Robust System Design, IOLTS 2016",conference and proceedings,-
17310,4800152316,Advanced Emergency Nursing Journal,journal,Q3
17311,21100828132,Aestimum,journal,Q2
17312,18300156729,Applied Econometrics and International Development,journal,Q3
17313,22182,Arkivoc,journal,Q4
17314,8000153112,Asian anthropology,journal,Q2
17315,4900152602,Axiomathes,journal,Q2
17316,19900192321,Bangladesh Journal of Medical Science,journal,Q3
17317,21100828130,Cosmopolitan Civil Societies,journal,Q1
17318,21100873119,Current Radiology Reports,journal,Q4
17319,21100208042,Engineering Transactions,journal,Q2
17320,144723,Fetal and Pediatric Pathology,journal,Q3
17321,28229,Gigiena i sanitariia,journal,Q3
17322,16754,Guangdian Gongcheng/Opto-Electronic Engineering,journal,Q3
17323,18700156706,Health and history,journal,Q3
17324,21100805796,Insight on Africa,journal,Q1
17325,21100283376,"International Conference of Young Specialists on Micro/Nanotechnologies and Electron Devices, EDM",conference and proceedings,-
17326,144624,International Journal of Innovation and Learning,journal,Q3
17327,6500153136,International Journal of Philosophical Studies,journal,Q2
17328,19700202707,Italian Journal of Engineering Geology and Environment,journal,Q3
17329,81032,Japanese Economic Review,journal,Q3
17330,28193,Journal of Community Health Nursing,journal,Q3
17331,19700173020,Journal of Contemporary Mathematical Analysis,journal,Q4
17332,15600154710,Journal of Creative Communications,journal,Q3
17333,16494,Late Imperial China,journal,Q1
17334,33651,Minerva Psichiatrica,journal,Q3
17335,14153,Molecular Biology,journal,Q4
17336,26426,Oxidation Communications,journal,Q3
17337,11500153507,Pakistan Journal of Statistics,journal,Q4
17338,21100465057,"Proceedings - 2016 IEEE 29th Conference on Software Engineering Education and Training, CSEEandT 2016",conference and proceedings,-
17339,4100151505,Research in Occupational Stress and Well Being,book series,Q3
17340,21100897215,Revista de Educacion a Distancia,journal,Q3
17341,13995,Teachers College Record,journal,Q3
17342,17700156014,"Travail, Genre et Societes",journal,Q3
17343,5700164382,Utopia y Praxis Latinoamericana,journal,Q2
17344,21100797840,"2016 IEEE International Conference on Communication Systems, ICCS 2016",conference and proceedings,-
17345,21100794679,"APWiMob 2016 - IEEE Asia Pacific Conference on Wireless and Mobile 2016, Conference Proceedings",conference and proceedings,-
17346,19700170481,Bitacora Urbano Territorial,journal,Q2
17347,4700152770,Cataloging and Classification Quarterly,journal,Q3
17348,21100842186,Clean Air Journal,journal,Q3
17349,19600166402,Coffee Science,journal,Q3
17350,145592,Computational and Mathematical Organization Theory,journal,Q3
17351,19700200918,English Text Construction,journal,Q1
17352,21811,Farmacia Hospitalaria,journal,Q3
17353,85440,Flora Mediterranea,journal,Q3
17354,29428,Fluctuation and Noise Letters,journal,Q3
17355,21100838766,Frontiers of Agricultural Science and Engineering,journal,Q3
17356,15117,Geo-Eco-Trop,journal,Q3
17357,23248,Heart Surgery Forum,journal,Q3
17358,4500151407,Hispanic Health Care International,journal,Q3
17359,26605,Historia Mathematica,journal,Q1
17360,21100413740,International Journal of Care Coordination,journal,Q3
17361,12100157172,International Journal of Embedded Systems,journal,Q3
17362,12000154350,International Journal of Knowledge Management,journal,Q3
17363,21100790061,International Journal of Pediatrics,journal,Q3
17364,21100297817,"International Symposium on Image and Signal Processing and Analysis, ISPA",conference and proceedings,-
17365,16300154716,Journal for the Study of Religions and Ideologies,journal,Q1
17366,19900193966,Journal of Cardiovascular Echography,journal,Q3
17367,5600152802,Journal of Food Science Education,journal,Q3
17368,21100856121,Journal of Nanostructures,journal,Q3
17369,27341,Journal of Religious Ethics,journal,Q1
17370,21100858128,Journal of Spectral Imaging,journal,Q4
17371,16819,Journal of the History of the Neurosciences,journal,Q3
17372,21100887528,Journal on the Use of Force and International Law,journal,Q2
17373,21100367702,Koroze a Ochrana Materialu,journal,Q3
17374,18300156725,Mathematica,journal,Q4
17375,29810,Nanjing Hangkong Hangtian Daxue Xuebao/Journal of Nanjing University of Aeronautics and Astronautics,journal,Q3
17376,27334,Network Security,trade journal,Q3
17377,74390,Palpu Chongi Gisul/Journal of Korea Technical Association of the Pulp and Paper Industry,journal,Q2
17378,21100456716,"Proceedings - 2015 Brazilian Conference on Intelligent Systems, BRACIS 2015",conference and proceedings,-
17379,21100777705,"Proceedings - 2016 10th International Conference on Compatibility, Power Electronics and Power Engineering, CPE-POWERENG 2016",conference and proceedings,-
17380,21100801207,"Proceedings of IA3 2016 - 6th Workshop on Irregular Applications: Architectures and Algorithms, Held in conjunction with SC 2016: The International Conference for High Performance Computing, Networking, Storage and Analysis",conference and proceedings,-
17381,21100198514,"Proceedings of IEEE Pacific Rim International Symposium on Dependable Computing, PRDC",conference and proceedings,-
17382,21100464995,"Proceedings of the 8th International Workshop onMobile Video, MoVid 2016",conference and proceedings,-
17383,5200152621,Proceedings of the National Academy of Sciences India Section A - Physical Sciences,journal,Q3
17384,13062,Progress in Palliative Care,journal,Q3
17385,19700186895,Progress in Superconductivity and Cryogenics (PSAC),journal,Q3
17386,21100823383,Research on Biomedical Engineering,journal,Q4
17387,21100790776,SA 2016 - SIGGRAPH ASIA 2016 Technical Briefs,conference and proceedings,-
17388,21100247096,SAE International Journal of Transportation Safety,journal,Q3
17389,21100468802,Society of Petroleum Engineers - SPE Western Regional Meeting,conference and proceedings,-
17390,12100156731,South Asia Economic Journal,journal,Q3
17391,17086,South Asia: Journal of South Asia Studies,journal,Q1
17392,21100871693,TESOL International Journal,journal,Q2
17393,5700154419,Text and Performance Quarterly,journal,Q1
17394,22181,Zhongguo Jixie Gongcheng/China Mechanical Engineering,journal,Q3
17395,21100817410,"2016 8th IEEE Latin-American Conference on Communications, LATINCOM 2016",conference and proceedings,-
17396,19400158711,Acta Analytica,journal,Q2
17397,19600166210,Anthropological Review,journal,Q2
17398,10900153305,Archaeologies,journal,Q2
17399,21100780471,Asian Studies,journal,Q1
17400,20627,Clinical Research and Regulatory Affairs,journal,Q2
17401,21100439340,Communication Sciences and Disorders,journal,Q2
17402,21100792091,"Companion Proceedings of the 2016 ACM International Conference on Interactive Surfaces and Spaces: Nature Meets Interactive Surfaces, ISS 2016",conference and proceedings,-
17403,21100873337,Complex Adaptive Systems Modeling,journal,Q4
17404,5600152954,Convergencia,journal,Q3
17405,21100790932,Current Research in Nutrition and Food Science,journal,Q3
17406,21100202749,Disputatio,journal,Q2
17407,14692,Environmental History,journal,Q1
17408,21100298203,Frontiers of Economics and Globalization,book series,Q3
17409,21100797221,FTC 2016 - Proceedings of Future Technologies Conference,conference and proceedings,-
17410,21100199333,"Groups, Complexity, Cryptology",journal,Q3
17411,5700160314,Historia Contemporanea,journal,Q1
17412,21100899009,International Journal of Educational Psychology,journal,Q3
17413,21100396307,International Journal of Education Economics and Development,journal,Q3
17414,21108,International Journal of Materials and Product Technology,journal,Q3
17415,21100217218,International Journal of Nanoelectronics and Materials,journal,Q3
17416,19700174917,International Journal of Telemedicine and Applications,journal,Q3
17417,19900192152,Iranian Journal of Pathology,journal,Q4
17418,11600154152,Iranian Journal of Pediatrics,journal,Q3
17419,19571,Journal of Media Economics,journal,Q3
17420,24834,Journal of Value Inquiry,journal,Q2
17421,95801,Naturschutz und Landschaftsplanung,journal,Q3
17422,21100784711,"Proceedings - 46th Annual IEEE/IFIP International Conference on Dependable Systems and Networks, DSN-W 2016",conference and proceedings,-
17423,21100813717,"Proceedings of the 2016 IEEE International Integrated Reliability Workshop, IIRW 2016",conference and proceedings,-
17424,21100805310,"Progress in Renewable Energies Offshore - Proceedings of 2nd International Conference on Renewable Energies Offshore, RENEW 2016",conference and proceedings,-
17425,21457,Przemysl Chemiczny,journal,Q3
17426,21100396438,Psicologia Sociale,journal,Q4
17427,4400151403,Shiyan Liuti Lixue/Journal of Experiments in Fluid Mechanics,journal,Q3
17428,26486,Sociologia del Lavoro,journal,Q3
17429,16400154787,Sustainability,journal,Q3
17430,21100904728,TESL-EJ,journal,Q2
17431,21100825292,Voprosy Khimii i Khimicheskoi Tekhnologii,journal,Q3
17432,7200153128,Zeitschrift fur Evaluation,journal,Q3
17433,21100790034,"2016 16th International Symposium on Communications and Information Technologies, ISCIT 2016",conference and proceedings,-
17434,21100784754,"2016 IEEE/CIC International Conference on Communications in China, ICCC Workshops 2016",conference and proceedings,-
17435,21100199335,Advances in Pure and Applied Mathematics,journal,Q4
17436,25087,Criminal Law Forum,journal,Q2
17437,22910,Dialogue-Canadian Philosophical Review,journal,Q2
17438,11800154541,Econ Journal Watch,journal,Q3
17439,4900152302,Forestry Studies,journal,Q3
17440,28627,Geograficky Casopis,journal,Q3
17441,14298,Harvard Environmental Law Review,journal,Q2
17442,16133,Information Psychiatrique,journal,Q3
17443,21100898044,International Journal of Comparative Education and Development,journal,Q3
17444,3900148201,International Journal of Pharmacology,journal,Q3
17445,21100834335,Journal of Acute Disease,journal,Q3
17446,19300157038,Journal of Australian Political Economy,journal,Q3
17447,5900152815,Journal of Design History,journal,Q1
17448,12571,Journal of Fusion Energy,journal,Q3
17449,19700174646,"Journal of King Abdulaziz University, Islamic Economics",journal,Q3
17450,21100836108,Knowledge Cultures,journal,Q1
17451,21100790080,"MobiWac 2016 - Proceedings of the 14th ACM International Symposium on Mobility Management and Wireless Access, co-located with MSWiM 2016",conference and proceedings,-
17452,17714,Nippon Suisan Gakkaishi,journal,Q4
17453,11500153501,Pan-American Journal of Aquatic Sciences,journal,Q4
17454,21100301604,Pediatric Dental Journal,journal,Q3
17455,17036,Phlebologie,journal,Q3
17456,21100795327,"Proceedings - 2015 4th International Workshop on Building Analysis Datasets and Gathering Experience Returns for Security, BADGERS 2015",conference and proceedings,-
17457,18721,Proceedings of the Academy of Natural Sciences of Philadelphia,journal,Q3
17458,89358,Proceedings of the ACM Symposium on Applied Computing,conference and proceedings,-
17459,21100814501,"Proceedings of the European Conference on Synthetic Aperture Radar, EUSAR",conference and proceedings,-
17460,21100904322,Research Journal of Textile and Apparel,journal,Q3
17461,19700182724,Revista General de Informacion y Documentacion,journal,Q3
17462,21525,Russian Journal of General Chemistry,journal,Q3
17463,19400157218,Thalassas,journal,Q4
17464,25490,Tongji Daxue Xuebao/Journal of Tongji University,journal,Q2
17465,21100457343,"2016 8th International Conference on Knowledge and Smart Technology, KST 2016",conference and proceedings,-
17466,21100803380,"2016 IEEE PES Transmission and Distribution Conference and Exposition-Latin America, PES T and D-LA 2016",conference and proceedings,-
17467,23415,Accreditation and Quality Assurance,journal,Q3
17468,19700201136,ACM Inroads,trade journal,Q3
17469,27820,Acta Gastro-Enterologica Belgica,journal,Q3
17470,23923,Acta Theriologica Sinica,journal,Q4
17471,4400151610,Advances in Mergers and Acquisitions,book series,Q3
17472,25569,Analog Integrated Circuits and Signal Processing,journal,Q3
17473,21100842664,Archives of Orofacial Sciences,journal,Q3
17474,12000154492,Asian Journal of Cell Biology,journal,Q4
17475,22290,Business &amp; professional ethics journal,journal,Q2
17476,13633,Chinese Space Science and Technology,journal,Q3
17477,20000195079,Commentationes Mathematicae Universitatis Carolinae,journal,Q4
17478,4400151401,Condensed Matter Physics,journal,Q3
17479,21100781964,Ecosistemas,journal,Q3
17480,19700175607,Estudios de Psicologia,journal,Q3
17481,145590,Folia Linguistica,journal,Q2
17482,12847,Frontiers of Health Services Management,journal,Q3
17483,21100198938,Fuzzy Economic Review,journal,Q3
17484,21100200441,Glasnik SED,journal,Q1
17485,21100805730,Gongcheng Kexue Yu Jishu/Advanced Engineering Science,journal,Q2
17486,30029,He Jishu/Nuclear Techniques,journal,Q3
17487,19700183131,International Journal of Innovation in Science and Mathematics Education,journal,Q3
17488,21100836591,International Journal of Powertrains,journal,Q3
17489,11400153337,International Journal of Vegetable Science,journal,Q3
17490,21100211319,Interventional Medicine and Applied Science,journal,Q3
17491,21100864538,Izvestiya Vysshikh Uchebnykh Zavedeniy. Prikladnaya Nelineynaya Dinamika,journal,Q3
17492,12472,Jixie Qiangdu/Journal of Mechanical Strength,journal,Q3
17493,21100198715,Journal of Mechanical Engineering,journal,Q3
17494,21100872054,Journal of the Anthropological Society of South Australia,journal,Q2
17495,14046,Library Philosophy and Practice,journal,Q2
17496,21100810460,Logos and Episteme,journal,Q2
17497,26697,Microelectronics International,journal,Q3
17498,12701,Nukleonika,journal,Q3
17499,4800154001,"Nursing management (Harrow, London, England : 1994)",journal,Q4
17500,21100375904,Open Engineering,journal,Q3
17501,19700175004,Open Medicinal Chemistry Journal,journal,Q3
17502,5700161163,Organizacija,journal,Q3
17503,21100823285,Polish Journal of Entomology,journal,Q4
17504,5800228216,Postepy Rehabilitacji,journal,Q3
17505,21100457390,"Proceedings - 2015 IEEE International Conference on Cloud Computing in Emerging Markets, CCEM 2015",conference and proceedings,-
17506,145205,"Proceedings - International Conference on Computer Communications and Networks, ICCCN",conference and proceedings,-
17507,21100784370,"Proceedings of the 2016 IEEE 1st International Conference on Data Stream Mining and Processing, DSMP 2016",conference and proceedings,-
17508,84128,Proceedings of the IEEE International Conference on Industrial Technology,conference and proceedings,-
17509,21100291832,"Proceedings of the International Conference on Engineering Design, ICED",conference and proceedings,-
17510,19900192339,Psychiatrikē = Psychiatriki,journal,Q3
17511,21100332207,Revista Colombiana de Matematicas,journal,Q4
17512,144881,"Revista de Logopedia, Foniatria y Audiologia",journal,Q3
17513,4700151917,Revista Escola de Minas,journal,Q3
17514,17700154916,Revue Francaise de Linguistique Appliquee,journal,Q2
17515,21523,Russian Journal of Coordination Chemistry/Koordinatsionnaya Khimiya,journal,Q3
17516,21100201998,Scientia Agriculturae Bohemica,journal,Q3
17517,6300153139,Scripta Nova,journal,Q3
17518,12400154709,Terapia Psicologica,journal,Q3
17519,5100155098,"Tourism, Culture and Communication",journal,Q1
17520,21100283795,Urology Case Reports,journal,Q3
17521,17198,Vlakna a Textil,journal,Q3
17522,21100239825,Zoology and Ecology,journal,Q3
17523,21100801127,"2016 14th International Conference on Control, Automation, Robotics and Vision, ICARCV 2016",conference and proceedings,-
17524,12453,Acta Biologica Hungarica,journal,Q3
17525,21100258758,African Finance Journal,journal,Q3
17526,80375,Antiquaries Journal,journal,Q1
17527,21100211326,Araucaria,journal,Q1
17528,13747,Beijing Hangkong Hangtian Daxue Xuebao/Journal of Beijing University of Aeronautics and Astronautics,journal,Q4
17529,19900191871,Conference Proceedings of the Society for Experimental Mechanics Series,conference and proceedings,-
17530,21100832951,Current Biomarkers,journal,Q4
17531,11600153664,"Filosofija, Sociologija",journal,Q2
17532,5200153101,International Journal of Sustainable Development and Planning,journal,Q3
17533,19700186879,Journal of Biomechanical Science and Engineering,journal,Q4
17534,15860,Journal of Contemporary History,journal,Q1
17535,21100855999,Journal of Eastern European and Central Asian Research,journal,Q3
17536,19096,Journal of North African Studies,journal,Q3
17537,13529,Journal of Northwest Atlantic Fishery Science,journal,Q3
17538,21100401034,Journal of Pedagogy,journal,Q3
17539,5600152817,Journal of Research in Special Educational Needs,journal,Q3
17540,27187,Journal of Visual Languages and Computing,journal,Q2
17541,5700165138,Law and History Review,journal,Q1
17542,19700175785,Open Access Journal of Clinical Trials,journal,Q3
17543,5600153821,Philosophy,journal,Q2
17544,21100820868,"Proceedings of the 2016 International Conference on Field-Programmable Technology, FPT 2016",conference and proceedings,-
17545,21100805345,Proceedings of the AES International Conference,conference and proceedings,-
17546,21100223144,"Proceedings of the European Conference on e-Government, ECEG",conference and proceedings,-
17547,21100244950,Rassegna Italiana di Criminologia,journal,Q2
17548,29433,Research in Economic History,book series,Q3
17549,5600152899,Revista de Ciencias Sociales,journal,Q3
17550,15600154704,Revista Espanola de Cirugia Ortopedica y Traumatologia,journal,Q3
17551,21100400803,Revista Iberoamericana de Educacion Superior,journal,Q3
17552,25880,Techniques - Sciences - Methodes,journal,Q3
17553,22739,Western Birds,journal,Q4
17554,145170,Zhongnan Daxue Xuebao (Ziran Kexue Ban)/Journal of Central South University (Science and Technology),journal,Q3
17555,16020,Administration,journal,Q3
17556,5600155441,Ambiente e Sociedade,journal,Q3
17557,11100153303,American journal of disaster medicine,journal,Q3
17558,100850,Archives of the Balkan Medical Union,journal,Q3
17559,21100322966,Articulo - Journal of Urban Research,journal,Q3
17560,57252,Baltica,journal,Q3
17561,28662,Bezopasnost' Truda v Promyshlennosti,journal,Q3
17562,21100219306,BioScope: South Asian Screen Studies,journal,Q1
17563,21100404515,Brill's Journal of Afroasiatic Languages and Linguistics,journal,Q2
17564,31728,Comptes Rendus de L'Academie Bulgare des Sciences,journal,Q2
17565,14000156183,Croatian Journal of Education,journal,Q3
17566,21100323400,Ekologiya Cheloveka (Human Ecology),journal,Q3
17567,21100903770,Eurasian Journal of Soil Science,journal,Q3
17568,2300147403,Final Program and Proceedings - IS and T/SID Color Imaging Conference,conference and proceedings,-
17569,19700174638,Freshwater Crayfish,conference and proceedings,-
17570,98641,Geologia USP - Serie Cientifica,journal,Q4
17571,24815,Hautarzt,journal,Q3
17572,19700166617,International Journal of Mechanics,journal,Q3
17573,19700176038,Iranian Journal of Psychiatry and Behavioral Sciences,journal,Q3
17574,20500195069,Jaen Journal on Approximation,journal,Q4
17575,21136,Jinshu Rechuli/Heat Treatment of Metals,journal,Q3
17576,21100427195,Journal of Community and Supportive Oncology,journal,Q4
17577,5800170969,Journal of Corporate Law Studies,journal,Q3
17578,21100818750,Journal of EMDR Practice and Research,journal,Q3
17579,15500154702,Journal of Fisheries and Aquatic Science,journal,Q4
17580,145743,Journal of Interactive Learning Research,journal,Q3
17581,7400153105,Journal of Mathematics and Statistics,journal,Q4
17582,21100890644,Journal of Money Laundering Control,journal,Q2
17583,21100872821,Journal of Orthodontic Science,journal,Q3
17584,21100217636,Journal of Thermodynamics,journal,Q3
17585,21100195305,"Law, Probability and Risk",journal,Q2
17586,21100334848,Management and Marketing,journal,Q3
17587,5200153102,"Obstetrics, Gynaecology and Reproductive Medicine",journal,Q3
17588,7900153109,Producao,journal,Q3
17589,13183,Qiangjiguang Yu Lizishu/High Power Laser and Particle Beams,journal,Q3
17590,21100212700,RAE Revista de Administracao de Empresas,journal,Q3
17591,19700187810,Revista Enfermagem,journal,Q3
17592,26705,Revue de Medecine Interne,journal,Q3
17593,21100901800,Rheumatology Advances in Practice,journal,Q4
17594,21100199833,Russian Journal of Theriology,journal,Q3
17595,5000154608,"Saudi journal of kidney diseases and transplantation : an official publication of the Saudi Center for Organ Transplantation, Saudi Arabia.",journal,Q3
17596,21100780547,Tuberkulëz i bolezni lëgkikh,journal,Q3
17597,5400152653,"World Review of Entrepreneurship, Management and Sustainable Development",journal,Q3
17598,94558,Yingyong Jichu yu Gongcheng Kexue Xuebao/Journal of Basic Science and Engineering,journal,Q2
17599,6800153103,Zeitschrift fur Orthopadie und Unfallchirurgie,journal,Q3
17600,21100457100,"13th Workshop on Analytic Algorithmics and Combinatorics 2016, ANALCO 2016",conference and proceedings,-
17601,21100788905,"18th Asia-Pacific Network Operations and Management Symposium, APNOMS 2016: Management of Softwarized Infrastructure - Proceedings",conference and proceedings,-
17602,21100784240,"2016 IEEE 6th International Conference on Power Systems, ICPS 2016",conference and proceedings,-
17603,21100465025,"2016 International Conference on Intelligent Systems Engineering, ICISE 2016",conference and proceedings,-
17604,21100463095,Acta Mycologica,journal,Q3
17605,93592,Advances in Mind-Body Medicine,journal,Q3
17606,21100324984,Aegaeum,book series,Q2
17607,19700194007,African Security Review,journal,Q3
17608,16694,American Fern Journal,journal,Q3
17609,14477,Anales de Pediatria,journal,Q3
17610,27640,Asclepio,journal,Q3
17611,21100283377,Australasian Journal of Engineering Education,journal,Q2
17612,19700175253,Bioscience Journal,journal,Q3
17613,21100432467,Brazilian Journal of Food Technology,journal,Q3
17614,21100366607,Case Reports in Women's Health,journal,Q3
17615,24162,Computing and Informatics,journal,Q3
17616,145234,"Device Research Conference - Conference Digest, DRC",conference and proceedings,-
17617,21100812553,Filosofia Theoretica,journal,Q1
17618,28348,Gastroenterology Nursing,journal,Q3
17619,145402,Heroin Addiction and Related Clinical Problems,journal,Q3
17620,5800179613,International Journal of Ad Hoc and Ubiquitous Computing,journal,Q3
17621,4700152413,International Journal of Entrepreneurship and Innovation Management,journal,Q3
17622,19700182337,International Journal of Reconfigurable Computing,journal,Q3
17623,19700187611,International Journal on Smart Sensing and Intelligent Systems,journal,Q3
17624,21100830110,Journal of Dynamics and Control,journal,Q3
17625,23356,Journal of Environmental Engineering and Science,journal,Q3
17626,145626,Journal of Natural Disasters,journal,Q3
17627,21100889410,Journal of Regional and City Planning,journal,Q3
17628,21100844907,Journal of Renal Injury Prevention,journal,Q3
17629,21100828127,Journal of Vascular Surgery Cases and Innovative Techniques,journal,Q3
17630,21100244603,Lecture Notes in Geoinformation and Cartography,book series,Q3
17631,21100337502,MM Science Journal,journal,Q3
17632,14303,Otolaryngologia Polska,journal,Q3
17633,21065,Pan-Pacific Entomologist,journal,Q4
17634,29774,Physical and Occupational Therapy in Geriatrics,journal,Q3
17635,21100782639,"Physics of Reactors 2016, PHYSOR 2016: Unifying Theory and Experiments in the 21st Century",conference and proceedings,-
